[2021/2/22 - 18:35:51] AdmCmd: Miles Nguyen (IP:27.68.163.180) was kick boi Albus Dumbledore, ly do: leu leu
[2021/8/9 - 13:27:24] AdmCmd: Long Nani (IP:113.180.171.22) was kick boi Huy 2k8, ly do: relog
[2021/8/9 - 19:58:23] AdmCmd: thoai pro (IP:171.255.70.158) was kick boi Chiu Linh, ly do: Relog
[2021/8/12 - 1:59:11] AdmCmd: Hoang DepTrai (IP:1.53.208.25) was silent kicked boi Quang Huy, ly do: Tat hack
[2021/8/12 - 2:06:24] AdmCmd: Hoang DepTrai (IP:1.53.208.25) was silent kicked boi Quang Huy, ly do: Anti Hacking
[2021/8/12 - 2:09:24] AdmCmd: Hoang DepTrai (IP:1.53.208.25) was silent kicked boi Quang Huy, ly do: Anti Hacking
[2021/8/12 - 2:11:42] AdmCmd: Hoang DepTrai (IP:1.53.208.25) was silent kicked boi Quang Huy, ly do: Anti C-Bug
[2021/8/12 - 2:16:19] AdmCmd: Hoang DepTrai (IP:1.53.208.25) was silent kicked boi Quang Huy, ly do: Anti Hacking
[2021/8/12 - 2:17:14] AdmCmd: Hoang DepTrai (IP:1.53.208.25) was silent kicked boi Quang Huy, ly do: Anti Hacking
[2021/8/12 - 2:24:18] AdmCmd: Hoang DepTrai (IP:1.53.208.25) was silent kicked boi Quang Huy, ly do: Anti Gun
[2021/8/12 - 2:24:50] AdmCmd: Admin Yangho TheMoon (IP:14.240.136.147) was kick boi Quang Huy, ly do: Rename
[2021/8/12 - 2:29:27] AdmCmd: Hoang DepTrai (IP:1.53.208.25) was silent kicked boi Quang Huy, ly do: Anti Hacking
[2021/8/12 - 13:39:02] AdmCmd: just tester (IP:1.54.7.109) was kick boi Chiu Linh, ly do: Relog
[2021/8/21 - 22:01:39] AdmCmd: Zuu Zuu (IP:125.212.159.81) was kick boi Zuu Zuu, ly do: relog
[2021/8/21 - 22:18:34] AdmCmd: Upin Herry (IP:118.70.145.205) was kick boi Zuu Zuu, ly do: Y thuc
[2021/8/22 - 13:37:58] AdmCmd: SHI DEPTRAI (IP:14.245.204.111) was kick boi Zuu Zuu, ly do: tat hack
[2021/8/22 - 14:06:12] AdmCmd: Nghia Nghia (IP:125.234.153.109) was kick boi Zuu Zuu, ly do: tat hack
[2021/8/22 - 15:32:59] AdmCmd: Juni Vn (IP:116.105.248.188) was kick boi Quang Huy, ly do: Relog
[2021/8/22 - 19:32:52] AdmCmd: Zuu Zuu (IP:125.212.158.98) was kick boi Zuu Zuu, ly do: relog
[2021/8/22 - 19:44:00] AdmCmd: Thanh Dat (IP:42.112.191.148) was kick boi Zuu Zuu, ly do: relog
[2021/8/22 - 22:09:01] AdmCmd: Mega eces (IP:116.105.248.188) was kick boi Zuu Zuu, ly do: relog
[2021/8/22 - 23:33:41] AdmCmd: Zuu Zuu (IP:125.212.158.98) was kick boi Zuu Zuu, ly do: G9 ae
[2021/8/23 - 10:35:03] AdmCmd: zuu zuu (IP:125.212.158.98) was kick boi zuu zuu, ly do: relog
[2021/8/24 - 1:18:10] AdmCmd: Awery Weedie (IP:115.75.245.51) was kick boi Awery Weedie, ly do: Bi me danh roi :(
[2021/8/24 - 1:56:24] AdmCmd: zuu zuu (IP:125.212.158.98) was kick boi zuu zuu, ly do: anh em ngu ngon
[2021/8/24 - 2:15:49] AdmCmd: thuan pham (IP:113.170.254.172) was kick boi thuan pham, ly do: ngu
[2021/8/24 - 17:05:12] AdmCmd: Petes williams (IP:14.230.199.93) was kick boi Chu Ling, ly do: ra di ban
[2021/8/24 - 18:17:38] AdmCmd: tan nhat (IP:171.252.188.33) was kick boi Awery Weedie, ly do: Y thuc
[2021/8/24 - 18:49:16] AdmCmd: Kendrick Lamar (IP:171.250.98.82) was kick boi Awery Weedie, ly do: Y thuc
[2021/8/24 - 19:01:48] AdmCmd: nghia pham (IP:14.161.231.238) was kick boi Awery Weedie, ly do: Relog
[2021/8/24 - 19:01:53] AdmCmd: Tinh Doan (IP:171.247.183.199) was kick boi Awery Weedie, ly do: Relog
[2021/8/24 - 19:15:41] AdmCmd: co rit (IP:14.191.130.86) was kick boi Quang Huy, ly do: Relog
[2021/8/24 - 19:37:21] AdmCmd: Hoang Anhhh (IP:113.179.23.8) was kick boi Awery Weedie, ly do: Relog
[2021/8/24 - 21:50:35] AdmCmd: zuu zuu (IP:125.212.158.98) was kick boi zuu zuu, ly do: relog
[2021/8/24 - 23:39:12] AdmCmd: God Admin (IP:42.119.155.214) was kick boi Thanh Vi, ly do: Tao account ten co y ngiha hon di ban
[2021/8/24 - 23:50:59] AdmCmd: God admoi (IP:139.99.90.241) was kick boi zuu zuu, ly do: change name
[2021/8/25 - 11:42:04] AdmCmd: Boy Moi (IP:14.233.96.234) was kick boi Chu Ling, ly do: relog
[2021/8/25 - 22:48:54] AdmCmd: zuu zuu (IP:125.212.158.98) was kick boi zuu zuu, ly do: relog
[2021/8/26 - 2:37:30] AdmCmd: zuu zuu (IP:125.212.158.98) was kick boi zuu zuu, ly do: ngu
[2021/8/26 - 18:59:40] AdmCmd: Meo Con (IP:117.1.59.51) was kick boi Quang Huy, ly do: a
[2021/8/26 - 18:59:44] AdmCmd: Quang Huy (IP:117.1.59.51) was kick boi Quang Huy, ly do: a
[2021/8/27 - 13:39:50] AdmCmd: Roland Brody (IP:113.182.254.190) was kick boi Quang Huy, ly do: Relog
[2021/9/1 - 15:31:37] AdmCmd: Co Rich (IP:123.23.6.8) was kick boi Quang Huy, ly do: a
[2021/12/13 - 20:58:01] AdmCmd: hoang pike (IP:27.76.181.196) was kick boi anh sanji, ly do: test
[2021/12/13 - 21:30:32] AdmCmd: Nguyen Tri Manh (IP:113.162.142.168) was kick boi co rich, ly do: ccac
[2021/12/20 - 13:55:28] AdmCmd: Cris (IP:14.246.57.9) was kick boi Cris, ly do: cuc
[2021/12/21 - 20:31:37] AdmCmd: An SoSad (IP:27.75.228.1) was kick boi sextop1.net, ly do: nay thi kick
[2021/12/21 - 20:32:30] AdmCmd: An SoSad (IP:27.75.228.1) was kick boi sextop1.net, ly do: kick con cac
[2021/12/21 - 20:35:14] AdmCmd: dime tuim hehe (IP:116.110.61.96) was kick boi An SoSad, ly do: bug cmm mem that do
[2021/12/22 - 21:52:38] AdmCmd: dan choiphen (IP:27.71.43.83) was kick boi Liv Javier, ly do: sua
[2021/12/22 - 22:14:29] AdmCmd: Cris (IP:14.240.142.98) was kick boi Cris, ly do: sleep
[2021/12/23 - 19:26:15] AdmCmd: An SoSad (IP:27.75.228.1) was kick boi Miles deptrai, ly do: pha
[2021/12/23 - 19:26:26] AdmCmd: Cris (IP:14.240.142.98) was kick boi Cris, ly do: off game 1 tuan
[2021/12/27 - 13:45:09] AdmCmd: hoang ddoser (IP:171.252.153.198) was kick boi Franklin Roosevelt, ly do: Y thuc kem
[2021/12/27 - 14:23:09] AdmCmd: Van Hi (IP:27.71.108.252) was kick boi Athony Gordado, ly do: Y thuc
[2021/12/27 - 18:55:50] AdmCmd: Minhtri Dadick (IP:171.248.105.8) was kick boi Pew Pew, ly do: CR
[2021/12/27 - 19:09:35] AdmCmd: ChienThan HackTele (IP:49.228.201.8) was silent kicked boi Quang Huy(AFK), ly do: Nonrp Name
[2021/12/27 - 19:12:02] AdmCmd: DitJanica TungLon (IP:42.98.146.100) was kick boi Nguyen Tri Manh, ly do: nonrp name
[2021/12/27 - 19:16:36] AdmCmd: Janica LonMup (IP:39.116.189.75) was kick boi Nguyen Tri Manh, ly do: nonrp name
[2021/12/27 - 19:19:44] AdmCmd: Bruhbruh darkdark (IP:128.134.17.235) was kick boi Nguyen Tri Manh, ly do: nonrp name
[2021/12/27 - 19:26:42] AdmCmd: Trung Gei (IP:221.147.60.99) was kick boi cris pham, ly do: relog
[2021/12/27 - 19:39:13] AdmCmd: lil punnas (IP:1.53.208.117) was kick boi Cherry Lady, ly do: xoa cleo
[2021/12/27 - 23:09:59] AdmCmd: Cris Pham (IP:14.240.142.98) was kick boi Cris Pham, ly do: sleep
[2021/12/28 - 1:46:06] AdmCmd: Bommer (IP:27.75.128.61) was kick boi Bommer, ly do: .
[2021/12/28 - 10:50:36] AdmCmd: hoang ddoser (IP:171.252.153.198) was kick boi Linda Elizabeth, ly do: CR
[2021/12/28 - 11:04:13] AdmCmd: john wich (IP:116.97.105.65) was kick boi Liv Javier, ly do: relog
[2021/12/28 - 17:10:35] AdmCmd: Lady Killer (IP:116.103.93.51) was kick boi Lady Killer, ly do: 1
[2021/12/29 - 12:03:11] AdmCmd: Linda Elizabeth (IP:14.244.108.42) was kick boi Linda Elizabeth, ly do: .
[2021/12/29 - 19:47:53] AdmCmd: Bommer Bommer (IP:115.73.135.197) was kick boi Lady Killer, ly do: relog
[2021/12/29 - 19:51:54] AdmCmd: Linda Elizabeth (IP:14.244.108.42) was kick boi Linda Elizabeth, ly do: .
[2021/12/30 - 12:24:01] AdmCmd: Cris Phams (IP:14.240.142.98) was kick boi Cris Pham, ly do: cut
[2021/12/30 - 14:45:20] AdmCmd: Linda Elizabeth (IP:14.244.108.42) was kick boi Linda Elizabeth, ly do: stop 
[2021/12/30 - 19:30:15] AdmCmd: Tran VietHung (IP:14.248.108.132) was kick boi Liv Javier, ly do: Relog
[2022/9/18 - 1:46:25] AdmCmd: PandaZ Edward (IP:14.237.68.104) was kick boi Si Si dz, ly do: rename lai
[2022/9/18 - 1:59:32] AdmCmd: VanDinhDangDdosSeverTun (IP:14.237.68.104) was kick boi Xanh Chi Lon, ly do: rename
[2022/9/19 - 5:39:35] AdmCmd: Bi An (IP:171.252.153.225) was kick boi Yeu SODA, ly do: relog
[2023/5/22 - 22:26:32] [MAYCHU] Khanh Tran (IP:103.199.57.45) was kick boi Khang Nguyen, ly do: relog
[2023/5/23 - 8:32:22] [MAYCHU] Tran Khanh (IP:103.199.57.227) was kick boi Nghia Dung, ly do: rename
[2023/5/23 - 16:49:32] [MAYCHU] Davy Wobby (IP:171.246.253.1) was kick boi Khang Nguyen, ly do: phat hien nghi van hack
[2023/5/23 - 17:49:59] [MAYCHU] Davy Wobby (IP:171.246.253.1) was kick boi PhNgThi ThuyUyen, ly do: relog
[2023/5/25 - 19:24:41] [MAYCHU] Phat NeCon (IP:171.250.167.179) was kick boi Gia Hung, ly do: hack
[2023/5/26 - 19:53:22] [MAYCHU] Davy Wobby (IP:171.246.253.1) was kick boi Manuel, ly do: relog
[2023/5/27 - 12:13:55] [MAYCHU] Louis Zz (IP:14.254.255.90) was kick boi Jst, ly do: ?
[2023/5/29 - 21:55:58] [MAYCHU] Thanh Liem (IP:49.228.101.82) was silent kicked boi Erka, ly do: relog
[2023/5/29 - 23:27:27] [MAYCHU] Phat NeCon (IP:171.250.167.179) was kick boi Anh5, ly do: tat cleo
[2023/5/30 - 11:00:34] [MAYCHU] rakan ne (IP:124.158.6.212) was silent kicked boi Diminuto, ly do: relog
[2023/5/31 - 19:03:36] [MAYCHU] Julius Koo (IP:210.245.111.67) was kick boi Erka, ly do: relog
[2023/6/1 - 23:32:17] [MAYCHU] jacky chan (IP:171.234.8.134) was kick boi Erka, ly do: cr
[2023/6/1 - 23:38:17] [MAYCHU] Bernat Phat (IP:1.55.7.37) was kick boi Erka, ly do: ko log clone
[2023/6/1 - 23:38:22] [MAYCHU] Michael Wiliam (IP:1.55.7.37) was kick boi Erka, ly do: ko log clone
[2023/6/2 - 22:09:21] [MAYCHU] ice cre (IP:171.252.155.225) was kick boi NHT, ly do: relog
[2023/6/3 - 21:34:31] [MAYCHU] Lion Ronaldo yLGl (IP:103.161.180.128) was silent kicked boi Diminuto Edwards, ly do: relog
[2023/6/3 - 21:34:35] [MAYCHU] Quang Tran fEbB (IP:103.161.180.128) was silent kicked boi Diminuto Edwards, ly do: relog
[2023/6/3 - 21:34:40] [MAYCHU] Lion Ronaldo yLGl (IP:103.161.180.128) was silent kicked boi Diminuto Edwards, ly do: relog
[2023/6/3 - 22:37:30] [MAYCHU] Do Mixi (IP:103.161.180.128) was silent kicked boi Khang Nguyen, ly do: relog
[2023/6/4 - 19:37:21] [MAYCHU] Khan Acciden (IP:171.252.153.132) was silent kicked boi Khang Nguyen, ly do: relog
[2023/6/5 - 20:28:45] [MAYCHU] Noob Lovz (IP:1.54.223.180) was silent kicked boi NHT, ly do: Atip
